name;price;image_url;quantity;description;category;tax;power
WINO EISWEIN RHEINHESSEN 2007 0.375L B/S NIEMCY;119.49;https://alkoholeswiata24.pl/gfx/mini/1684152725.7643.jpg, https://alkoholeswiata24.pl/gfx/1684152725.7643.jpg;1;"Wino Eiswein Rheinhessen 2007 375ml - wino lodowe niemieckie białe, słodkie  Eiswein Rheinhessen 2007 to wysokiej jakości wino lodowe klasy premium. Białe, słodkie wino produkowane w Niemczech z winogron zbieranych po pierwszych przymrozkach, stąd też nazwa ""wino lodowe"".";wino białe;1;Moc: 0%
WINO CASA AGOSTINO MALBEC 0,75 CZ/W;44.00;https://alkoholeswiata24.pl/gfx/mini/1700562017.898.jpg, https://alkoholeswiata24.pl/gfx/1700562017.898.jpg;5;Wino Casa Agostino Malbec- czerwone, wytrawne Casa Agostino Malbec to czerwone, wytrawne wino produkowane w Argentynie. Wytwarzane z wyselekcjonowanych winogron szczepu Malbec z regionu Mendoza. Cechuje się głęboką barwą z bordowymi refleksami. W aromacie dojrzałe, ciemne owoce, głównie jeżyny. W smaku zbalansowane, aksamitne z utrzymującymi się niuansami ciemnych owoców. Zamknięte z mocą 14% ABV.  Wino Casa Agostino Malbec doskonale komponuje się z pieczeniami lub daniami w sosie pomidorowym.;wino czerwone;1;Moc: 0%
WINO DR. LOOSEN BROS RIESLING FEINHERB MOSEL B/PW 0,75L  NIEMCY;44.99;https://alkoholeswiata24.pl/gfx/mini/1561712675.9168.jpg, https://alkoholeswiata24.pl/gfx/1561712675.9168.jpg;10;WINO DR. L RIESLING - butelka 0,75 litra - wino online;wino białe;1;Moc: 0%
WINO CARPINCHO CZ/PW 0.75L;26.99;https://alkoholeswiata24.pl/gfx/mini/1509296713.9988.jpg, https://alkoholeswiata24.pl/gfx/1509296713.9988.jpg;1;;wino czerwone;1;Moc: 0%
WINO DR. LOOSEN BROS RIESLING B/W 0,75L NIEMCY;44.99;https://alkoholeswiata24.pl/gfx/mini/1656076895.0729.jpg, https://alkoholeswiata24.pl/gfx/1656076895.0729.jpg;2;Mozela w Niemczech. Produkowane z wysokiej jakości winogron szczepu Riesling.  Wino idealne jako aperitif lub do białych mięs i owoców morza.  : Złoty z zielonymi refleksami. : Intensywny. Mocno wyczuwalne nuty cytrusów, akcent brzoskwini i kwiatów.  : Owocowe i słodkie. Zrównoważona kwasowość z delikatnym, mineralnym wykończeniem.;wino białe;1;Moc: 0%
WINO CARPENTERRIA SHIRAZ CZ/PW 0.75L;21.99;https://alkoholeswiata24.pl/gfx/mini/1509296713.5789.jpg, https://alkoholeswiata24.pl/gfx/1509296713.5789.jpg;0;;wino czerwone;1;Moc: 0%
WINO CARLO SCALA PRIMITIVO DI MANDURIA 0,75L CZ/W WŁOCHY;59.90;https://alkoholeswiata24.pl/gfx/mini/1550652639.8256.jpg, https://alkoholeswiata24.pl/gfx/1550652639.8256.jpg;10;;wino czerwone;1;Moc: 0%
WINO CHARLES ROUSSEAU MERLOT CZ/W 0,75L;29.99;https://alkoholeswiata24.pl/gfx/mini/1667810664.4065.jpg, https://alkoholeswiata24.pl/gfx/1667810664.4065.jpg;6;Wino Charles Rousseau Merlot czerwone, wytrawne 0,75l;wino czerwone;1;Moc: 0%
WINO FINCA FANYA VIURA B/PW 0,75L;19.99;https://alkoholeswiata24.pl/gfx/mini/1684148467.376.jpg, https://alkoholeswiata24.pl/gfx/1684148467.376.jpg;0;Wino Finca Fanya Viura białe, półwytrawne  Finca Fanya Viura to białe, półwytrawne wino produkowane w Hiszpanii. Charakteryzuje się świeżym smakiem owoców. Zabutelkowane z mocą 12% abv. Podawać w temperaturze 8-10 °C.;wino białe;1;Moc: 0%
WINO CHATEAU LAMOTHE-VINCENT INTENSE ROUGE 14,5% 0,75L CZ/W FRANCJA;84.89;https://alkoholeswiata24.pl/gfx/mini/1683282195.3269.jpg, https://alkoholeswiata24.pl/gfx/1683282195.3269.jpg;1;Wino Chateau Lamonthe-Vincent Intense Rouge - wino francuskie czerwone, wytrawne . Powstaje z wyselekcjonowanych gron szczepów   i starzone jest przez 9 miesięcy w beczkach z francuskiego dębu. Bardzo aromatyczne i intensywne wino, odpowiednie dla zaawansowanych koneserów win jak i początkujących smakoszy.  Wino Chateau Lamonthe-Vincent Intense Rouge - noty degustacyjne : Czarna porzeczka, jeżyny, czereśnie i truskawki, nuty lukrecji, wanilia. : Pełny i aksamitny, intensywne nuty owoców, miękkie taniny. : Długi i przyjemny.  Chateau Lamonthe-Vincent Intense Rouge najlepiej podawać w towarzystwie grillowanych mięs, makaronów i serów.;wino czerwone;1;Moc:14,5%
WINO CHATEAU LAMOTHE-VINCENT HERITAGE ROUGE 14,5% 0,75L CZ/W FRANCJA;114.99;https://alkoholeswiata24.pl/gfx/mini/1683280476.3981.jpg, https://alkoholeswiata24.pl/gfx/1683280476.3981.jpg;2;Wino Chateau Lamonthe-Vincent Heritage Rouge - wino francuskie czerwone, wytrawne i w regionie Bordeaux. Powstaje z gron szczepów Merlot (80%) i Cabernet Sauvignon (20%) i dojrzewa przez 12 miesięcy w beczkach z francuskiego i amerykańskiego dębu. Posiada apelację  Doskonałe, wyrafinowane wino dla koneserów jak i na wyjątkowy prezent. Wino Chateau Lamonthe-Vincent Heritage Rouge - noty degustacyjne : Czarne wiśnie, jeżyny, wanilia, nuty przypraw korzennych. : Bogaty i elegancki, aksamitne, czarna porzeczka, jeżyny, wanilia, nuta korzenna, zbalansowane taniny. : Długi i zrównoważony, nuty mineralne.  Wino najlepiej podawać w towarzystwie jagnięciny, kaczki i makaronów.;wino czerwone;1;Moc:14,5%
WINO FREIXENET MOSCATO 0,75L B/S;31.91;https://alkoholeswiata24.pl/gfx/mini/1688643805.5006.jpg, https://alkoholeswiata24.pl/gfx/1688643805.5006.jpg;0;Wino Freixenet Moscato białe, słodkie  Freixenet Moscato to białe, słodkie wino produkowane we Włoszech na Sycylii ze szczepu Moscato. Charakteryzuje się delikatnym aromatem świeżej skórki pomarańczy, białych kwiatów i smakiem dojrzałych, słodkich winogron. Świetnie komponuje się z deserami lub lekkimi daniami. Można podawać jako aperitif w celu pobudzenia apetytu przed posiłkiem.;wino białe;1;Moc: 0%
WINO CHATEAU LAMOTHE-VINCENT BORDEAUX 0,75L CZ/W FRANCJA;69.90;https://alkoholeswiata24.pl/gfx/mini/1614360595.6024.jpg, https://alkoholeswiata24.pl/gfx/1614360595.6024.jpg;2;;wino czerwone;1;Moc: 0%
WINO CHATEAU HAUT CAILLOU LALANDE-DE-POMEROL 0,75L 13%;124.89;https://alkoholeswiata24.pl/gfx/mini/1622631021.4594.jpg, https://alkoholeswiata24.pl/gfx/1622631021.4594.jpg;6;;wino czerwone;1;Moc:13%
WINO CHATEAU NAUDEAU BORDEAUX 13% 0,75L CZ/W FRANCJA;49.99;https://alkoholeswiata24.pl/gfx/mini/1701700142.0929.jpg, https://alkoholeswiata24.pl/gfx/1701700142.0929.jpg;10;Wino Chateau Naudeau Bordeaux- czerwone, wytrawne Chateau Naudeau Bordeaux to czerwone, wytrawne wino francuskie produkowane ze szczepów merlot, cabernet franc i cabernet sauvignon. Butelkowane z mocą 13% ABV. W aromacie wyczuwane leśne, ciemne owoce z nutą ziemistą. Na podniebieniu krągłe, dobrze zbudowane z utrzymującymi się nutami owoców.  Wino doskonale nadaje się do potraw kuchni włoskiej, zwłaszcza pizzy, tarty, drobiu i serów.;wino czerwone;1;Moc:13%
WINO CHIANTI TORFAGIANO CZ/W 0,75l      WŁOCHY;32.90;https://alkoholeswiata24.pl/gfx/mini/1509297023.724.jpg, https://alkoholeswiata24.pl/gfx/1509297023.724.jpg;3;zrodzone ze szczepu Sangiovese, który swój unikatowy charakter zawdzięcza lokalnej glebie.  Wino produkowane wyłącznie w Toskanii, w optymalnym klimacie, dla którego charakterystyczne są ciepłe dni i chłodne noce. Nalej odrobinę wina do swojej ulubionej lampki a juz przy pierwszym węchu wyczujesz aromat suszonych czerwonych owoców oraz torfu. Wino idealnie sprawdza się jako prezent - nawet dla wymagającego podniebienia. Sugerowana temperatura schłodzenia to 16-18 stopni.;wino czerwone;1;Moc: 0%
WINO FRONTERA BUTTERY CHARDONNAY B/PW 0,75L;27.99;https://alkoholeswiata24.pl/gfx/mini/1683187275.7218.jpg, https://alkoholeswiata24.pl/gfx/1683187275.7218.jpg;0;Wino Frontera Buttery Chardonnay - białe, wytrawne wino chilijskie;wino białe;1;Moc: 0%
WINO CHIANTI SELVATO GIORDANO 0,75L CZ/W WŁOCHY;39.99;https://alkoholeswiata24.pl/gfx/mini/1537251441.5217.jpg, https://alkoholeswiata24.pl/gfx/1537251441.5217.jpg;0;;wino czerwone;1;Moc: 0%
WINO CHIANTI PICCINI DOCG 0.75L CZ/W WŁOCHY;34.90;https://alkoholeswiata24.pl/gfx/mini/1658752825.5376.jpg, https://alkoholeswiata24.pl/gfx/1658752825.5376.jpg;7;;wino czerwone;1;Moc: 0%
WINO GOLDEN KAAN CHARDONNAY B/W 0,75L;29.99;https://alkoholeswiata24.pl/gfx/mini/1668696342.972.jpg, https://alkoholeswiata24.pl/gfx/1668696342.972.jpg;0;;wino białe;1;Moc: 0%
WINO CHIANTI AREZIO 0.75L 13% CZ/W WŁOCHY;29.90;https://alkoholeswiata24.pl/gfx/mini/1614969926.7496.jpg, https://alkoholeswiata24.pl/gfx/1614969926.7496.jpg;0;;wino czerwone;1;Moc:13%
WINO CHIANTI 2 X 0,75L ZESTAW W SKRZYNCE DREWNIANEJ CLASSICO POGGIO & VALIANO DOCG CZ/W;178.01;https://alkoholeswiata24.pl/gfx/mini/1699968395.4832.jpg, https://alkoholeswiata24.pl/gfx/1699968395.4832.jpg;6;Wino Valiano Chianti Classico & Poggio Teo- zestaw 2 x 0,75l w drewnianej skrzynce;wino czerwone;1;Moc: 0%
WINO GNARLY HEAD UNOAKED VIOGNIER 13,5% B/W 0,75L CALIFORNIA;79.00;https://alkoholeswiata24.pl/gfx/mini/1692617064.5925.jpg, https://alkoholeswiata24.pl/gfx/1692617064.5925.jpg;5;Wino Gnarly Head Unoaked Viognier   wytwarzane z cenionego szczepu Viognier. To intensywne,   charakteryzujące się wysoką jakością i lekkim smakiem cytrusów i słodkich dojrzałych owoców pestkowych. Wyjątkowe wino Gnarly Head doceniane jest przez konsumentów na całym świecie. Doskonale komponuje się z wyrazistymi potrawami jak   czy   z ziołami. Zabutelkowane z mocą 13,5% ABV. Wino Gnarly Head Unoaked Viognier - noty degustacyjne : Intensywny, cytrusowy z nutami brzoskwiń i nektarynek. : Lekki, orzeźwiający i mocno owocowy Białą brzoskwinia, wiciokrzew, kwiat pomarańcza, nektaryna i cytrusy.;wino białe;1;Moc:13,5%
WINO CHATEAU PERE BORDEAUX 12,5 % CZ/W 0,75L;32.99;https://alkoholeswiata24.pl/gfx/mini/1675864341.2976.jpg, https://alkoholeswiata24.pl/gfx/1675864341.2976.jpg;7;Wino Chateau Du Pere czerwone, wytrawne 0,75l 12,5%;wino czerwone;1;Moc: 0%
WINO GET LOST CHENIN BLANC PINOT GRIGIO 0,75L B/W;42.50;https://alkoholeswiata24.pl/gfx/mini/1697533582.0769.jpg, https://alkoholeswiata24.pl/gfx/1697533582.0769.jpg;5;Wino Get Lost Chenin Blanc Pinot Grigio białe, wytrawne Get Lost Chenin Blanc Pinot Grigio to białe, wytrawne wino produkowane w RPA. Wytwarzane z gron szczepów Chenin Blanc (80%) i Pinot Grigio (20%). W początkowym etapie winogrona są macerowane ze skórką przez sześć godzin. Następnie sok z winogron pozostawiony jest do fermentacji w zbiornikach ze stali nierdzewnej przez okres trzech tygodni w temperaturze 12 °C. Po fermentacji wino leżakuje na drobnym osadzie do momentu butelkowania. Wino Get Lost to pełne i złożone wino charakteryzujące się wielowarstwowym bukietem owoców. Wyczuwalne zielone jabłko, cytrusy i owoce tropikalne.  Z czym pić Wino Get Lost Chenin Blanc Pinot Grigio? Wino doskonale komponuje się z daniami na bazie śmietanki, serem cheddar, boczniakami i potrawami curry z kurczakiem.;wino białe;1;Moc: 0%
WINO GEORG STEINMETZ RIESLING HALBTROCKEN B/PW 0,75L;34.99;https://alkoholeswiata24.pl/gfx/mini/1667812860.09.jpg, https://alkoholeswiata24.pl/gfx/1667812860.09.jpg;0;Wino Georg Steinmetz Riesling Halbtrocken białe, półwytrawne 0,75l;wino białe;1;Moc: 0%
WINO GAMZIRI RKATSITELI B/PW 0,75L 12% GRUZJA;29.90;https://alkoholeswiata24.pl/gfx/mini/1677226454.2257.jpg, https://alkoholeswiata24.pl/gfx/1677226454.2257.jpg;6;Wino Gamziri Rkatsiteli białe, półwytrawne 0,75l 12% - wino gruzińskie;wino białe;1;Moc:12%
WINO FRONTERA SPRITZER WHITE ELDERFLOWER B/PS 0.75L CHILE;27.90;https://alkoholeswiata24.pl/gfx/mini/1680163623.7667.jpg, https://alkoholeswiata24.pl/gfx/1680163623.7667.jpg;9;Wino Frontera Spritzer White Eldenflower - wino musujące białe, półsłodkie Chile Frontera Spritzer White Eldenflower to aromatyczne białe, półsłodkie wino musujące produkowane w Chile. Owocowo-kwiatowy charakter z miękkimi bąbelkami i mocną nutą czarnego bzu. Charakteryzuje się orzeźwiającym smakiem z lekką kwasowością. Przyjemne, lekkie wino o mocy 5,5% abv. Wino najlepiej komponuje się z azjatyckimi potrawami, typu makaron Pad Thai lub z curry lub samodzielnie do wieczornego relaksu w gronie przyjaciół.;wino białe;1;Moc: 0%
WINO CONO SUR BICICLETA CABERNET SAUVIGNON 0,75L CZ/W CHILE;35.90;https://alkoholeswiata24.pl/gfx/mini/1654682600.0414.jpg, https://alkoholeswiata24.pl/gfx/1654682600.0414.jpg;5;WINO CONO SUR BICICLETA CABERNET SAUVIGNON 0,75L CZ/W CHILE Noty degustacyjne CONO SUR BICICLETA CABERNET SAUVIGNON;wino czerwone;1;Moc: 0%
WINO CHOCOLATE TUBE PRIMITIVO CZ/W 14,5% 0.75L WŁOCHY;59.90;https://alkoholeswiata24.pl/gfx/mini/1680177810.4261.jpg, https://alkoholeswiata24.pl/gfx/1680177810.4261.jpg;0;Wino Chocolate Tube Primitivo - wino włoskie czerwone, wytrawne  produkowane w regionie Apulia we Włoszech. Powstaje w 100% z wyselekcjonowanych winogron szczepu Primitivo, zbieranych od XVIII wieku. Wino dojrzewa przez sześć miesięcy w beczkach z francuskiego i amerykańskiego dębu. Charakteryzuje się aksamitną strukturą o wspaniałym  . Doskonale zbudowane, delikatne i głębokie. To odpowiednie wino dla koneserów jak i osób poszukujących win  Wino Chocolate Tube Primitivo - noty degustacyjne : Ciemne owoce, śliwka, czarna porzeczka, wiśnia doskonale komponują się z gorzką czekoladą, nutą pieprzu, lukrecji i lawendy. : Treściwy i aksamitny, mocne nuty czekolady w połączeniu ze słodkimi owocami i likierem wiśnionym. : Długi i wyrazisty.  . Dobrze smakuje również w towarzystwie owoców morza i makaronów.;wino czerwone;1;Moc:14,5%
WINO GURAMISHVILIS MARANI SAGURAMO 12% B/W 0,75L GRUZJA;64.50;https://alkoholeswiata24.pl/gfx/mini/1680269022.8903.jpg, https://alkoholeswiata24.pl/gfx/1680269022.8903.jpg;6;Wino Guramishvilis Marani Saguramo - wino białe, wytrawne gruzińskie  produkowane w regionie Kartli w Gruzji. Powstaje z wyselekcjonowanych winogron szczepów  . Wino dojrzewa przez 9 miesięcy w  , co jest rzadko spotykane. Zabutelkowane z mocą 12% abv. Wyjątkowy trunek, dla koneserów poszukujących niekonwencjonalnych rozwiązań.   charakteryzuje się wspaniałym aromatem pomarańczy, jabłek, moreli i melona z nutą dębu w tle. To eleganckie wino w smaku jest bardzo delikatne i zbalansowane. Najlepiej delektować się nim w towarzystwie tradycyjnych potraw gruzińskich.;wino białe;1;Moc:12%
WINO CONO SUR BICICLETA CABERNET SAUVIGNON 0,187L CZ/W CHILE;14.90;https://alkoholeswiata24.pl/gfx/mini/1681281663.8772.jpg, https://alkoholeswiata24.pl/gfx/1681281663.8772.jpg;2;;wino czerwone;1;Moc: 0%
WINO COMBEVAL GRANDE RESERVE ALICANTE IGP PAYS CZ/PW 0,75L FRANCJA;39.00;https://alkoholeswiata24.pl/gfx/mini/1604505625.2511.jpg, https://alkoholeswiata24.pl/gfx/1604505625.2511.jpg;0;°C.  Fantastyczne do czerwonego mięsa, grillowanych warzyw.;wino czerwone;1;Moc: 0%
WINO GSCHWEICHER RIESLING KLASSIK 0,75L 12% B/W;46.49;https://alkoholeswiata24.pl/gfx/mini/1672238613.9941.jpg, https://alkoholeswiata24.pl/gfx/1672238613.9941.jpg;5;Wino Gschweicher Riesling Klassik białe, wytrawne 0,75l 12%;wino białe;1;Moc:12%
WINO GSCHWEICHER GRUNER VELTLINER FRIZZANTE 0,75L 11,5% B/W;46.49;https://alkoholeswiata24.pl/gfx/mini/1672232258.8231.jpg, https://alkoholeswiata24.pl/gfx/1672232258.8231.jpg;0;Wino Gschweicher Gruner Veltliner Frizzante białe, wytrawne 0,75l 11,5%;wino białe;1;Moc:11,5%
WINO COD VINA  PRIMITIVO APPASSIMENTO IGT PUGLIA CZ/PW 0,75L WŁOCHY;53.90;https://alkoholeswiata24.pl/gfx/mini/1665059450.3598.jpg, https://alkoholeswiata24.pl/gfx/1665059450.3598.jpg;6;;wino czerwone;1;Moc: 0%
WINO CLARENDELLE BORDEAUX SAINT EMILION 0,75L 14,5% CZ/W FRANCJA;179.00;https://alkoholeswiata24.pl/gfx/mini/1687525199.5786.jpg, https://alkoholeswiata24.pl/gfx/1687525199.5786.jpg;1;Wino Clarendelle Bordeaux Saint Emilion - czerwone, wytrawne Wino Clarendelle Bordeaux Saint Emilion to wyrafinowane, eleganckie wino francuskie produkowane z winogron szczepu merlot (88%), cabernet franc (8%) i cabernet sauvignon (4%). Doskonale zbudowane, wyraziste z wyjątkowym charakterem. To luksusowe wino, które docenią prawdziwi koneserzy z najbardziej wymagającym podniebieniem.  Wino podawać w temperaturze pokojowej w towarzystwie duszonych mięs i warzyw oraz dojrzewających serów. Wino Clarendelle Bordeaux Saint Emilion - noty degustacyjne : Ciemne owoce, akcenty leśne, kwiaty. : Doskonale zbudowane, aksamitne taniny, jedwabiste zakończenie.;wino czerwone;1;Moc:14,5%
WINO GRUNER VELTLINER 11,9 % B/W 0,75L FAKTORIA WIN;26.99;https://alkoholeswiata24.pl/gfx/mini/1675866395.938.jpg, https://alkoholeswiata24.pl/gfx/1675866395.938.jpg;5;Wino Gruner Veltliner białe, wytrawne 0,75l 11,9%;wino białe;1;Moc: 0%
WINO CLARENDELLE BORDEAUX MEDOC 0,75L 14% CZ/W FRANCJA;149.00;https://alkoholeswiata24.pl/gfx/mini/1687521117.6019.jpg, https://alkoholeswiata24.pl/gfx/1687521117.6019.jpg;5;Wino Clarendelle Bordeaux Medoc - czerwone wytrawne Clarendelle Bordeaux Medoc to luksusowe, wyrafinowane wino produkowane we Francji ze szczepu merlot, cabernet sauvignon i cabernet franc. Czerwone, wytrawne wino zachwyca niezwykłą równowagą i szlachetnym smakiem. Odpowiednie dla wysublimowanych podniebień doceniających najwyższą jakość win. Zabutelkowane z mocą 14% abv. Czerwone wino Clarendelle najlepiej podawać w pokojowej temperaturze w towarzystwie wędlin, grillowanych mięs i warzyw, wyrafinowanych makaronów z sosem na bazie pomidorów, tart i serów.  Wino Clarendelle Bordeaux Medoc - noty degustacyjne : Jeżyny i jagody, przyprawy, nuta lukrecji i mięty. : Delikatny, łagodny o wspaniałych nutach leśnych jeżyn i zrównoważonych taninach.;wino czerwone;1;Moc:14%
WINO HANS BAER PINOT BLANC B/W 0.75L;36.99;https://alkoholeswiata24.pl/gfx/mini/1675930514.6517.jpg, https://alkoholeswiata24.pl/gfx/1675930514.6517.jpg;0;Wino Hans Baer Pinot Blanc białe, wytrawne 0,75l;wino białe;1;Moc: 0%
WINO CHRONUS CZ/W 0,75l PORTUGALIA *;36.99;https://alkoholeswiata24.pl/gfx/mini/1668519003.134.jpg, https://alkoholeswiata24.pl/gfx/1668519003.134.jpg;1;Wino portugalskie Chronus czerwone, wytrawne 0,75l;wino czerwone;1;Moc: 0%
WINO KALTERN GEWURZTRAMINER ALTO ADIGE DOC 14,5% B/W 0,75L WŁOCHY;99.90;https://alkoholeswiata24.pl/gfx/mini/1692624533.1672.jpg, https://alkoholeswiata24.pl/gfx/1692624533.1672.jpg;3;Wino Kaltern Gewurztraminer Alto Adige DOC Kaltern Gewurztraminer Alto Adige to włoskie białe, wytrawne wino produkowane we Włoszech w apelacji DOC Alto Adige. Doskonale zbudowane wino, aksamitnie kremowe z silnymi owocowymi akcentami. Wino wytwarzane jest z wyselekcjonowanych winogron szczepu Gewurztraminer. W aromacie wyczuwalne nuty wody różanej, goździków, liczi i ananasa. Zabutelkowane z mocą 14,5% ABV. Wspaniałe wino Kaltern Gewurztraminer idealnie komponuje się z owocami morza, daniami kuchni azjatyckiej lub podane jako aperitif.;wino białe;1;Moc:14,5%
WINO KARTULI MARANI PIROSMANI 0,75L B/PW GRUZJA;29.00;https://alkoholeswiata24.pl/gfx/mini/1649077048.2333.jpg, https://alkoholeswiata24.pl/gfx/1649077048.2333.jpg;2;Kakheti ze szczepu Rkatsiteli. W smaku przeważają świeże owoce, między innymi brzoskwinia, owoce tropikalne, dojrzałe jabłka.  Najlepiej smakuje do ryby, warzyw i serów.;wino białe;1;Moc: 0%
WINO CONO SUR BICICLETA MERLOT 0,75L CZ/W CHILE;35.90;https://alkoholeswiata24.pl/gfx/mini/1599807770.8556.jpg, https://alkoholeswiata24.pl/gfx/1599807770.8556.jpg;3;;wino czerwone;1;Moc: 0%
WINO JACOB'S CREEK TWIN PICKINGS B/PS 0,75L;36.90;https://alkoholeswiata24.pl/gfx/mini/1614975876.4371.jpg, https://alkoholeswiata24.pl/gfx/1614975876.4371.jpg;4;;wino białe;1;Moc: 0%
WINO JACOB'S CREEK MOSCATO 0,75L B/S    AUSTRALIA;30.90;https://alkoholeswiata24.pl/gfx/mini/1692782805.5832.jpg, https://alkoholeswiata24.pl/gfx/1692782805.5832.jpg;3;;wino białe;1;Moc: 0%
WINO KILLARA MARGARET RIVER SAUVIGNON BLANC SEMILLON B/W 0,75L AUSTRALIA;24.90;https://alkoholeswiata24.pl/gfx/mini/1653302608.5473.jpg, https://alkoholeswiata24.pl/gfx/1653302608.5473.jpg;1;;wino białe;1;Moc: 0%
WINO KUMALA CHARDONNAY 13% B/ PS 0,75L;24.99;https://alkoholeswiata24.pl/gfx/mini/1632939598.4355.jpg, https://alkoholeswiata24.pl/gfx/1632939598.4355.jpg;2;;wino białe;1;Moc:13%
WINO CONO SUR BICICLETA PINOT NOIR LIMITED EDITION 0,75LCZ/W CHILE;39.00;https://alkoholeswiata24.pl/gfx/mini/1619716801.9176.jpg, https://alkoholeswiata24.pl/gfx/1619716801.9176.jpg;3;;wino czerwone;1;Moc: 0%
WINO KUMALA CHENIN BLANC 12% B/PW 0,75L;24.99;https://alkoholeswiata24.pl/gfx/mini/1675866174.5311.jpg, https://alkoholeswiata24.pl/gfx/1675866174.5311.jpg;7;Wino Kumala Chenin Blanc białe, półwytrawne 0,75l 12%;wino białe;1;Moc:12%
WINO CYCLE MERLOT 12,5 % CZ/W 0,75L*;29.99;https://alkoholeswiata24.pl/gfx/mini/1634290001.6175.jpg, https://alkoholeswiata24.pl/gfx/1634290001.6175.jpg;0;;wino czerwone;1;Moc: 0%
WINO KUMALA CHARDONNAY 13% B/W 0,75L;24.99;https://alkoholeswiata24.pl/gfx/mini/1689587559.0432.jpg, https://alkoholeswiata24.pl/gfx/1689587559.0432.jpg;0;Wino Kumala Chardonnay - białe, wytrawne Kumala Chardonnay to białe, wytrawne wino produkowane w Afryce Południowej. Powstaje z winogron szczepu Chardonnay i zabutelkowane zostało z mocą 13% abv. To klasyczne, gładkie wino z aromatycznymi nutami świeżych owoców. W nosie wyczuwalne niuanse melona, gruszki, cytryny i dębowej beczki. Na podniebieniu zielone jabłko, brzoskwinia i ananas. Świetne połączenie kremowości z kwasowością.  Białe, wytrawne wino Kumala Chardonnay doskonale łączy się z kremowymi daniami z kurczaka lub samodzielnie.;wino białe;1;Moc:13%
WINO KONIGSMOSEL RIESLING B/PS 0,75L;24.99;https://alkoholeswiata24.pl/gfx/mini/1683187982.2696.jpg, https://alkoholeswiata24.pl/gfx/1683187982.2696.jpg;2;Wino Konigsmosel Riesling - wino niemieckie białe, półsłodkie  produkowane w Niemczech z winogron szczepu Riesling. Charakteryzuje się orzeźwiającym smakiem z wyczuwalną kwasowością i doskonale zbalansowaną, delikatną słodyczą. Powstaje w Dolinie Mozeli, jednym z najbardziej znanych regionów winiarskich w Niemczech.  . Świetne na przyjęcia w gronie rodziny, czy przyjaciół.;wino białe;1;Moc: 0%
WINO DAOS PINOT NOIR CZ/PS 0,75L;24.99;https://alkoholeswiata24.pl/gfx/mini/1683186040.1426.jpg, https://alkoholeswiata24.pl/gfx/1683186040.1426.jpg;1;Wino Daos Pinot Noir - wino mołdawskie czerwone, półsłodkie   produkowane z jednej z najlepszych odmian winogron-  . Powstaje w Mołdawii i należy do kolekcji Faktorii Win. Zabutelkowane z mocą 12,5% abv.   charakteryzuje się zdecydowanym profilem owocowym z dużą przewagą owoców leśnych. Najlepiej smakuje podane w temperaturze 14 - 16 °C w towarzystwie wołowiny, jagnięciny i wędlin.;wino czerwone;1;Moc: 0%
WINO KNOCK KNOCK VIURA SAUVIGNON BLANC 11% B/PW 0,75L;25.99;https://alkoholeswiata24.pl/gfx/mini/1634633393.9362.jpg, https://alkoholeswiata24.pl/gfx/1634633393.9362.jpg;2;;wino białe;1;Moc:11%
WINO CONTESSA CAROLA PRIMITIVO DI MANDURIA RISERVA 0.75L CZ/W WŁOCHY;74.00;https://alkoholeswiata24.pl/gfx/mini/1617046131.3366.jpg, https://alkoholeswiata24.pl/gfx/1617046131.3366.jpg;3;;wino czerwone;1;Moc: 0%
WINO CONTESSA CAROLA APPASSIMENTO 0,75L 14% CZ/W WŁOCHY;41.99;https://alkoholeswiata24.pl/gfx/mini/1649237399.7389.jpg, https://alkoholeswiata24.pl/gfx/1649237399.7389.jpg;4;;wino czerwone;1;Moc:14%
WINO CONTESSA CAROLA MALVASIA NERA 0,75L CZ/W WŁOCHY;44.90;https://alkoholeswiata24.pl/gfx/mini/1673344874.326.jpg, https://alkoholeswiata24.pl/gfx/1673344874.326.jpg;3;Wino włoskie Contessa Carola Malvasia Nera czerwone, wytrawne 0,75l;wino czerwone;1;Moc: 0%
WINO DAOS TREASURE CABERNET SAUVIGNON CZ/W 0,75L;24.99;https://alkoholeswiata24.pl/gfx/mini/1614969093.9318.jpg, https://alkoholeswiata24.pl/gfx/1614969093.9318.jpg;10;;wino czerwone;1;Moc: 0%
WINO DOMAINE DES CRES RICARDS MERLOT 13,5% 0,75L CZ/W FRANCJA - LANGWEDOCJA;54.00;https://alkoholeswiata24.pl/gfx/mini/1698149832.423.jpg, https://alkoholeswiata24.pl/gfx/1698149832.423.jpg;3;Wino Domaine Des Cres Ricards Merlot- czerwone, wytrawne Francja Domaine Des Cres Ricards to czerwone, wytrawne wino produkowane ze szczepu Merlot w Langwendocji we Francji. W aromacie wyczuwalne niuanse jeżyn i śliwek z delikatnym akcentem kakao. Na podniebieniu wino jest doskonale zbudowane i krągłe. Przewijają się tony dojrzałych owoców, suszonych śliwek z nutą ziaren kakaowca, delikatnymi garnikami i nutą mokki.  To świetne wino do grillowanych mięs, makaronu i pieczeni.;wino czerwone;1;Moc:13,5%
