name,price,image_url,product_code,large_image_url,description
"GIN HENDRICK'S NEPTUNIA 43,4% 0,7L",199.00,gfx/mini/1660045040.7394.jpg,5010327705453,gfx/1660045040.7394.jpg,"Limitowana edycja ginu Hendricks należąca do serii  . Powstała dzięki połączeniu sił dwójki mistrzów spółki William Grant & Sons - Lesley Gracie oraz Davida Stewarta z organizacją charytatywną  . Celem organizacji jest badanie, przywracanie i ochrona trawy morskiej, która jest kluczowym elementem ekosystemu morskiego. Trawa morska pełni funkcję wychwytywania i magazynowania dwutlenku węgla w nadzwyczajnym tempie, a niestety w ciągu ostatnich 40 lat 1/3 łąk porośniętych trawą zniknęło z naszych mórz. Darowizna, którą Hendricks Gin przekazuje organizacji pomaga ochronie i odbudowie traw morskich z czego marka Hendricks jest bardzo dumna. Hendricks Gin Neptunia  produkowany jest metodami rzemieślniczymi w limitowanych ilościach. Czterokrotna destylacja alkoholu wpływa na szlachetność trunku i aksamitny profil smakowy. Receptura ginu owiana jest tajemnicą, a rośliny wykorzystywane do produkcji są wydobywane ze Szkockiego wybrzeża Ayrshire. W skład Ginu Neptunia wchodzi aż 12 roślin botanicznych: jałowiec, skórka pomarańczowa, korzeń irysa i arcydzięgla, pieprz kubeba, czarny bez, ziarna raju, kminek, rumianek, krwawnik pospolity, ogórek, płatki róż. Całość została uzupełniona typowo morskimi roślinami jak wodorosty czy nadmorski tymianek. Jak smakuje Gin Hendricks Neptunia? Klasyczny gin Hendricks łączy w sobie nuty ogórka i płatków róż. Te akcenty poczujesz również w wydaniu  Na podniebieniu typowo dla ginu nuty jałowca uzupełnione morskimi ziołami i roślinami. Ciekawym finiszem są świeże, gładkie akcenty cytrusów. Zamów szkocki gin Hendricks Neptunia i spróbuj tego nietypowego połączenia."
"GIN HENDRICK'S MIDSUMMER SOLSTICE 0,7L 43,4%",239.00,gfx/mini/1682515976.2442.jpg,5010327705811,gfx/1682515976.2442.jpg,"Gin Hendrick's Midsummer Solstice 0,7l 43,4%"
"GIN HENDRICK'S FLORA ADORA 43,4 % 0,7L",199.99,gfx/mini/1686036811.5386.jpg,5010327705866,gfx/1686036811.5386.jpg,"Gin Hendrick's Flora Adora   stworzonej przez Master Distiller Lesley Gracie. Najbardziej popularna wersja ginu Hendrick's Original produkowanego z ogórkiem i różą została wzbogacona niuansami kwiatów polnych. Inspiracją do stworzenia ginu była łąka wiosenna, pełna pachnących kwiatów, pracujących pszczół i przyjemnych promieni słonecznych. W jego składzie znajdziemy między innymi lawenda, wanilia, jaśmin, tuberoza, miodunka, jałowiec, ogórek, róża czy rumianek. Zabutelkowany z mocą 43,4% abv. . Jego charakter jest znacznie łagodniejszy, zachwyca swoją delikatnością i lekkością. Wspaniały dla kobiet, ale pokochają go również mężczyźni.  Hendrick's Gin Flora Adora - noty degstacyjne : Świeże kwiaty polne i zioła. : Jałowiec, kolendra, ogórek, wanilia, intensywne niuanse kwiatowe. Gin Hendrick's Flora Adora - propozycje podania Flora Adora jest najbardziej polecana z plasterkiem ogórka i listkiem świeżej mięty. Spróbuj ginu również w przepysznym koktajlu: 50ml GIN HENDRICK'S FLORA ADORA 150 ml wody z tonikiem Ogórek do dekoracji Połącz wszystkie składniki w szklance typu highball wypełnionej lodem. Wymieszaj i uzupełnij wodą gazowaną.  Udekoruj plasterkiem ogórka. 50ml GIN HENDRICK'S FLORA ADORA 25 ml świeżo wyciśniętego soku z cytryny 20 ml syropu malinowego 1 białko jajka Wymieszaj dokładnie wszystkie składniki w shakerze. Odlej do schłodzonego kieliszka typu coupe. 50ml HENDRICK'S FLORA ADORA 25 ml soku z cytryny 25 ml syropu cukrowegp Woda  4 maliny 6 liści mięty  3 plasterki ogórka zielonego Napełnij szklankę typu highball lodem w kostkach. Dodaj maliny, miętę, gin Hendrick's Flora Adora, sok z cytryny i syrop cukrowy, wymieszaj składniki. Uzupełnij wodą, wymieszaj. Udekoruj plasterkami ogórka."
"GIN JUNE BY G'VINE WATERMELON 0,7L 37,5%",168.01,gfx/mini/1698327787.1354.jpg,3700209603190,gfx/1698327787.1354.jpg,"Gin June By G'Vine Watermelon 0,7l"
"GIN JUNE BY G'VINE ROYAL PEAR AND CARDAMON 0,7L 37,5%",168.01,gfx/mini/1698327226.6672.jpg,3700209603145,gfx/1698327226.6672.jpg,
"GIN JUNE BY G'VINE PEACH 0,7L 37,5%",168.01,gfx/mini/1698325938.6514.jpg,3700209603138,gfx/1698325938.6514.jpg,"Gin June By G'Vine Peach 0,7l"
"GIN JAKOB HABERFELD ROSE 0,5l 43%",149.90,gfx/mini/1695908160.1163.jpg,5900695451000,gfx/1695908160.1163.jpg,"Gin Jakob Haberfeld Rose 0,5l . Produkowany jest ze starannie wyselekcjonowanych roślin botanicznych według tradycyjnych metod destylacji używając dębowych kadzi. Do podstawowego składu ginu zostały dodane płatki róż zbierane w polskich ogrodach. Zabutelkowany został z mocą 43% ABV.  Jakob Haberfeld gin Rose zachwyca swoją delikatnością i harmonijnym smakiem płatków róż. Wydany jest w zaledwie 2 tysiącach egzemplarzy co podkreśla jego niepowtarzalność. Zdobył tytuł "" "" w konkursie Spirits Masters. Zaspokoi najbardziej wymagające podniebienie oraz będzie  , Dzień Kobiet czy inną okazję."
"GIN J.A. BACZEWSKI 0,7L 43,5%",79.00,gfx/mini/1675174694.392.jpg,9005870020180,gfx/1675174694.392.jpg,"Gin J.A. Baczewski 0,7l 43,5% Austriacki gin produkowany z trzykrotnie destylowanego spirytusu ziemniaczanego, krystalicznie czystej górskiej wody i wyselekcjonowanej mieszanki tradycyjnych ziół oraz przypraw. Doskonały, uniwersalny gin, który smakuje dobrze solo jak i jako składnik do koktajli na przykład w połączeniu z Martini Dry.   jest doceniany przez koneserów tego typu trunków, ale również podejdzie smakowo każdemu kto dopiero swoją przygodę z ginami zaczyna. , odpowiedni na każdą kieszeń, ale wcale to nie świadczy gorszej jakości. Zamów online gin J.A. Baczewski i przekonaj się sam!"
"GIN HENDRICK'S ORBIUM 0,7L 43,4%",218.70,gfx/mini/1664535832.2357.jpg,5010327705170,gfx/1664535832.2357.jpg,"Gin Hendrick's Orbium 0,7l 43,4%"
"GIN KI NO BI ORIGINAL KYOTO DRY GIN 45,7% 0,7L",189.00,gfx/mini/1668599625.2487.jpg,4589633900025,gfx/1668599625.2487.jpg,"Gin Ki No Bi Original Kyoto Dry Gin 0,7l 45,7%"
"GIN LONDON BLUE NO1 47% 0,7L",139.99,gfx/mini/1617049442.827.jpg,8410023023719,gfx/1617049442.827.jpg,
"GIN LIND & LIME 44% 0,7L",179.00,gfx/mini/1682505762.47.jpg,5060577440017,gfx/1682505762.47.jpg,"Gin Lind & Lime 0,7l 44% - ekologiczny gin  produkowany w Edynburgu w Szkocji. Powstaje przy użyciu 100% czystej energii elektrycznej, z organicznego spirytusu zbożowego i pakowany jest w opakowania wolne od plastiku. Zabutelkowany z mocą 44% abv.  . Charakteryzuje się niezwykłym, odświeżającym smakiem. Doskonały do picia solo jak i jako składnik do drinków i koktajli.  Gin Lind & Lime - jak powstaje? . W pierwszym etapie spirytus, woda i sześć roślin (jałowiec, kolendra, arcydzięgiel, lukrecja, korzeń irysa i różowy pieprz) są razem mieszane, następnie macerowane przez 16 godzin. W kolejnym etapie do mieszanki dodane jest kilka kilogramów organicznej skórki limonki i całość jest umieszczana w destylatorze parowym. Składniki są podgrzewane za pomocą energii elektrycznej przez 9 godzin, następnie ze sobą łączone. W efekcie otrzymywany jest gin, pełen cytrusowych aromatów z niezwykłymi nutami sosny i innych roślin botanicznych."
"GIN LARIOS ROSE 37,5% 0,7L",81.00,gfx/mini/1598947667.6561.jpg,8411144100402,gfx/1598947667.6561.jpg,
"GIN LANGLEY'S OLD TOM 0,7L 47%",85.99,gfx/mini/1551443294.6718.jpg,5060324780038,gfx/1551443294.6718.jpg,
"GIN KI NO TEA KYOTO DRY GIN 45,1% 0,7L",234.99,gfx/mini/1668600483.2454.jpg,4589633900155,gfx/1668600483.2454.jpg,
"GIN KI NO BI SEI KYOTO DRY GIN 54,5% 0,7L",209.90,gfx/mini/1668600037.4293.jpg,4589633900179,gfx/1668600037.4293.jpg,"Gin Ki No Bi Kyoto Dry Gin 0,7l 54,5%"
"GIN LUBUSKI BLUE BLUBERRY 0,5L 37,5%",54.89,gfx/mini/1558435001.2463.jpg,5901064777738,gfx/1558435001.2463.jpg,
"GIN LUBUSKI 0,7L 37,5%",63.50,gfx/mini/1538549721.9725.jpg,5901064767500,gfx/1538549721.9725.jpg,"Gin Lubuski 0,7l 37,5% Mieszanka specjalnie dobranych ziół, owoców jałowca i spirytusu zbożowego tworzy gin o zdecydowanym charakterze."
"GIN LUBUSKI LIME 0,7L 37,5%",47.50,gfx/mini/1582627978.2798.jpg,5901064071027,gfx/1582627978.2798.jpg,
"GIN MALFY ORIGINALE 0,7L 41% WŁOCHY",124.89,gfx/mini/1623139321.8877.jpg,5000299296028,gfx/1623139321.8877.jpg,
"GIN MALFY ROSA PINK GRAPEFRUIT 0,7L 41%",119.90,gfx/mini/1623139458.8988.jpg,5000299296066,gfx/1623139458.8988.jpg,
"GIN MANUFAKTUROWY CZYSTY 2021 0,05L 43% MINIATURKA",32.71,gfx/mini/1673880970.31.jpg,1379,gfx/1673880970.31.jpg,Gin Manufakturowy Czysty 2021 50ml 43%
"GIN MANUFAKTUROWY DEREŃ 2021 0,05L 40% MINIATURKA",32.71,gfx/mini/1673881291.3465.jpg,1380,gfx/1673881291.3465.jpg,Gin Manufakturowy Dereń 2021 50ml 40%
"GIN MALFY CON LIMONE 0,7L 41% WŁOCHY",119.90,gfx/mini/1623139209.9214.jpg,5000299296042,gfx/1623139209.9214.jpg,
"GIN MALFY CON ARANCIA BLOOD ORANGE 0,7L 41%",119.90,gfx/mini/1623139079.6022.jpg,5000299296080,gfx/1623139079.6022.jpg,
"GIN LUBUSKI PINK STRAWBERRY 0,5L 37.5% + KIEL.",44.99,gfx/mini/1544168180.7567.jpg,5901064777714,gfx/1544168180.7567.jpg,"GIN LUBUSKI PINK STRAWBERRY 0,5L 37.5% + KIEL. - świetna kompozycja ginu i truskawki stworzona idealnie dla kobiet.  Lekko wyczuwalny smak truskawki współgra ze słodko-wytrawną nutą. Kolor lekko różowawy. W zestawie z pięknym kieliszkiem, który z pewnością idealnie nada się do picia rewelacyjnych koktajli z Ginem Lubuskim Pink Strawberry."
"GIN LUBUSKI PINK STRAWBERRY 0,5L 37,5%",61.91,gfx/mini/1537427867.4113.jpg,5901064777707,gfx/1537427867.4113.jpg,"Gin Lubuski Pink Strawberry 0,5l 37,5%"
"GIN MANUFAKTUROWY DEREŃ 2021 0,7L 40%",127.00,gfx/mini/1673881384.5987.jpg,902273816409,gfx/1673881384.5987.jpg,
"GIN OPIHR ORIENTAL SPICED 0,7L 43%",129.00,gfx/mini/1614357405.2275.jpg,5010296001020,gfx/1614357405.2275.jpg,
"GIN NIKKA COFFEY 0,7L 47% JAPONIA",249.00,gfx/mini/1664790707.6598.jpg,3700597303269,gfx/1664790707.6598.jpg,"Gin Nikka Coffey 0,7l 47% Japonia"
"GIN MONKEY47 SLOE 0,5L 47%",193.50,gfx/mini/1538722674.5733.jpg,42247081,gfx/1538722674.5733.jpg,
"GIN MONKEY47 DRY 0,5L 47%",195.90,gfx/mini/1538722724.4975.jpg,42213277,gfx/1538722724.4975.jpg,
"GIN MOM LOVE 37,5% 0,7L",94.50,gfx/mini/1644842201.758.jpg,8410023095402,gfx/1644842201.758.jpg,
"GIN MIODULA PREMIUM DISTILLED 0,5L 40%",84.50,gfx/mini/1684231802.7755.jpg,5907522606145,gfx/1684231802.7755.jpg,"Gin Miodula Premium Distilled - gin destylowany Miodula Premium Destylowany Gin produkowany jest w Polsce z dziewięciu roślin botanicznych destylowanych ręcznie w małych partiach. Zamknięty z mocą 40% abv w butelkę o pojemności 0,5 litra. W skład ginu wchodzą: - świeże cytrusy (pomarańcze i cytryny) z Hiszpanii, - korzeń irysa i jagody jałowca z Włoch - kolendra z Maroko - korzeń arcydzięgla, kardamon, korzeń lukrecji z Indii - laski wanilii z Madagaskaru.  Ciekawym dodatkiem jest miód, który przyjemnie wzbogaca smak ginu nutą słodkości. Świetny gin do drinków jak Gin z tonikiem, drink Blue Lagoon z likierem   i lemoniadą, lub gin z  ."
"GIN MARTIN MILLER'S ORIGINAL 0,7L 40%",134.50,gfx/mini/1685086140.6976.jpg,698929000395,gfx/1685086140.6976.jpg,"Gin Martin Miller's Original England Iceland  produkowany w Wielkiej Brytanii z wyselekcjonowanych składników botanicznych. W skład ginu wchodzą jagody jałowca, korzeń arcydzięgla, lukrecji, gałki muszkatołowej oraz suszone skórki cytrusów: cytryny, pomarańczy i limonki.   (najczystsza woda na świecie), która wpłynęła na niepowtarzalnie gładki charakter trunku. Zabutelkowany został z mocą 40% abv.  Rośliny destylowane są w tradycyjnych alembikach, aby połączyć nowoczesność z klasyką. Po kilku eksperymentach Martin Miller odkrył, że najlepszym rozwiązaniem jest destylacja cytrusów i ziemistych roślin oddzielnie. Wtedy każdy ze składników zachowuje to co w sobie ma najlepsze, a sam gin jest doskonale zrównoważony. Jałowiec wciąż gra główną rolę, ale jest uzupełniony świeżymi nutami cytrusów.  Martin Miller's gin - dodatkowe informacje   w ciągu 15 lat. Doskonale zbalansowany, zachwyca gładkim smakiem. , ale również do degustacji bez dodatków. To dobry, odświeżający gin dla początkujących smakoszy, jak i tych zaawansowanych. Na podniebieniu dominują nuty lukrecji, gałki muszkatołowej, skórki cytryny i pomarańczy."
"GIN MARE MEDITERRANEAN GIN 42,7% 0,7L",229.00,gfx/mini/1699535751.9846.jpg,8411640000459,gfx/1699535751.9846.jpg,"produkowany w Katalonii. Powstał w 2007 roku dzięki współpracy braci Marka i Manuela Jr Ribot, którzy mają ogromne doświadczenie w produkcji ginu. Wytwarzany jest w małej rybackiej wiosce Vilanova, znajdującej się między Costa Brava, a Costa Dorada. Destylowany w XIII wiecznym klasztorze w małych, miedzianych alembikach ""Florentine"" o pojemności 250 litrów. Butelkowany z mocą 42,7% ABV. Zamknięty w przepiękną, elegancką butelkę o pojemności 0,7 litra.  , który doskonale odzwierciedla charakter  . Do jego produkcji używane są lokalne składniki, oliwki arbequina oraz śródziemnomorskie zioła jak bazylia z Włoch, tymianek z Grecji czy rozmaryn z Turcji. Uzupełnieniem są skórki cytryny, słodkie i gorzkie pomarańcze z Sewilii oraz jałowiec, kolendra i zielony kardamon. Każdy ze składników jest delikatnie macerowany, a następnie osobno destylowany, aby zachować jak najwięcej walorów smakowych.  To wspaniały, aromatyczny trunek, znacznie różniący się od innych ginów.  Doskonale smakuje samodzielnie, ale polecane jest aby kosztować go w klasycznym drinku   z dodatkiem gałązki tymianku, oliwką i skórką cytryny.  Jak smakuje Gin Mare Mediterranean? : Aromatyczne zioła śródziemnomorskie jak bazylia, tymianek. Nuta oliwek, kwiatów i jagód.  : Bazylia, kolendra, cytrusy.  : Lekko słony z nutą ziół i przypraw korzennych."
"GIN PINK ROYAL 40% 0,7L",142.99,gfx/mini/1537364256.2271.jpg,5011995002752,gfx/1537364256.2271.jpg,
"GIN SEAGRAM'S EXTRA DRY 37,5% 0,35L",31.21,gfx/mini/1688993536.8515.jpg,5900191016505,gfx/1688993536.8515.jpg,"Gin Seagram's Extra Dry 0,35l Gin Seagram's Extra Dry produkowany od 1883 roku, najpierw w Kanadzie, a pod 30 latach niezmiennie w Ameryce. To najpopularniejszy gin klasy premium w USA, znany z najwyższej jakości i łagodnego smaku. Doskonała kombinacja składników botanicznych, takich jak jagody jałowca, słodka i gorzka pomarańcza, kolendra i arcydzięgiel. Destylowany w niskiej temperaturze, aby zachować jego aromatyczne walory smakowe. Seagram's gin często wybierany jest przez barmanów, czy restauratorów. Wielokrotnie nagradzany, doskonale komponuje się z uniwersalnymi dodatkami, jak lemoniada czy tonik."
"GIN SEAGRAM'S 0,7L 37,5%",58.50,gfx/mini/1481208312.9904.jpg,5900685007798,gfx/1481208312.9904.jpg,"Gin Seagrams 0,7l 37,5%"
"GIN SANTA ANA DON PAPA 0,7L 42,3 % FILIPINY",169.00,gfx/mini/1686144987.3443.jpg,7809015157534,gfx/1686144987.3443.jpg,"Gin Santa Ana - Filipiny ., która jest znana z wytwarzana uwielbianego na całym świecie  . Nazwa ginu inspirowana była popularnym w XX wieku klubem towarzyskim w Manili ""Santa Ana Cabernet"" z największą salą taneczną na świecie.  Gin Santa Ana produkowany jest częściowo techniką pochodzącą z regionu Charente we Francji. Polega ona na destylacji próżniowej, co pozwala ekstrahować aromaty botaniczne niezniszczone przez ciepło. Otrzymywany alkohol jest bardzo aromatyczny i posiada niepowtarzalne walory smakowe.  Santa Ana powstaje w połączeniu klasycznych roślin botanicznych- jałowca, kolendry, gorzkiej pomarańczy, cytryny, korzenia arcydzięgla i irysa z filipińskimi roślinami- kwiatami drzewa Ylang Ylang, alpinią, calamansi i pomarańczą dalandan. Zamknięty w przepiękną butelkę inspirowaną Art Deco z motywem filipińskiej dżungli. Ylang Ylang- to tak zwane ""drzewo perfum"", najbardziej znane jako składnik do popularnych perfum Chanel No.5. Często wykorzystywane jako afrodyzjak, ma właściwości odprężające i uspokajające. Jego dodatek nadaje ginowi wspaniałe kwiatowe aromaty.  Alpinia- należy do rodziny imbirowatych, dodaje przyjemnych, pikantnych i balsamicznych aromatów.  Calamansi (kalamondin)- znana jako limonka filipińska. Wspaniałe połączenie słodkiej skórki limonki i kwaśnej pomarańczy. Dodaje słodko-kwaśnych nut smakowych o charakterze owoców tropikalnych.  Pomarańcza Dalandan- kwaśno-cierpkie cytrusy z odrobiną słodyczy. Doskonale komponuje się w koktajlach, używany jako neutralizator. Gin Santa Ana- noty degustacyjne : Delikatny, kwiatowo-cytrusowy.  : Świeży i kwiatowy, cytrusy, owoce tropikalne z nutą jałowca i imbiru."
"GIN ROKU JAPANESE 0,7L 43% SANTORY",129.00,gfx/mini/1586439958.8408.jpg,4901777305359,gfx/1586439958.8408.jpg,"Gin Roku Japanese 0,7l 43%  Doskonale zbalansowany japoński rzemieślniczy gin Roku wykonany z wielką dbałością o szczegóły.  ""Roku"" to po japońsku liczba sześć i oznacza to ilość lokalnych roślin botanicznych, które w połączeniu z ośmioma tradycyjnymi składnikami ginu tworzą prestiżowy i luksusowy produkt. Z czego zrobiony jest japoński Gin Roku? Sześć roślin botanicznych uprawianych jest przez cztery pory roku, zbierane są sezonowo po osiągnięciu pełnej dojrzałości w celu uzyskania najlepszego smaku każdego ze składników:  Kwiat wiśni,  liść wiśni,  skórka z cytrusa yuzu,  herbata Sencha (zielona herbata),  herbata Gyokuro (rafinowana zielona herbata) i  pieprz Sanshō  wyjątkowe japońskie rośliny są łączone z tradycyjnymi składnikami ginu tj: jagody jałowca, nasiona kolendry i arcydzięgla, kardamon, cynamon, korzeń arcydzięgla, skórka cytrusów, a następnie destylowane, by wydobyć pełnię smaku    Jak smakuje Gin Roku Japanese? : Subtelny i kwiatowy, zielona herbata w połączeniu ze słodką nutą kwiatu wiśni. : Złożony i harmonijny. Nuty jałowca z mocną nutą yuzu.  : Gładki z pikantnym akcentem japońskiej papryczki sansho i imbiru.   w delikatnych drinkach na przykład w połączeniu z wodą gazowaną, plasterkiem limonki i ćwiartką śliwki. Spróbuj gin Roku pić samodzielnie na kostce lodu lub po prostu w połączeniu z tonikiem i kawałkiem imbiru."
"GIN PORTOBELLO ROAD NAVY STRENGTH 57,1% 0,5L",164.00,gfx/mini/1685615541.7407.jpg,5060292550190,gfx/1685615541.7407.jpg,"Gin Portobello Road Navy Strength 0,5l 57,1%  o podwyższonej zawartości alkoholu do 57,1% abv. To bardziej aromatyczna i mocniejsza wersja od  ginu Portobello Road No.171 London Dry. Destylowany z angielskiej pszenicy i dziewięciu roślin botanicznych: jałowca, nasion kolendry, korzenia arcydzięgla, korzenia irysa, skórki cytryny, korzenia lukrecji, kory kasja i gałki muszkatołowej. Pod koniec destylacji dodawana jest sól morska, która nadaje wyraźnego, ale jednocześnie subtelnego smaku morza. Zamknięty w butelce o pojemności 0,5 litra.  . Doskonały solo jak i w drinkach i koktajlach."
"GIN PORTOBELLO ROAD CELEBRATED BUTTER 42% 0,7L",189.00,gfx/mini/1685617931.1659.jpg,5060292550237,gfx/1685617931.1659.jpg,"Gin Portobello Road Celebrated Butter  . Produkowany w Londynie. Gin był destylowany podwójnie, drugi raz z dodatkiem 10 kostek niesolonego, angielskiego masła. Ten unikalny dodatek nadał trunkowi kremowych, słodko-słonych walorów smakowych. Zabutelkowany został z mocą 42% abv. . Dobry do picia solo, ale niesamowicie komponuje się w koktajlach. Spróbuj zmieszać go w klasycznym drinku z tonikiem lub z Martini, a w efekcie otrzymasz pyszny, kremowy koktajl, który na długo zostanie w pamięci."
"GIN PORTOBELLO ROAD 42% 0,7L",129.99,gfx/mini/1686648449.1942.jpg,5060292550008,gfx/1686648449.1942.jpg,"Gin Portobello Road London Dry No. 171  na bazie spirytusu pszenicznego i 9 składników botanicznych z różnych zakątków świata. W skład ginu wchodzą: jagody jałowca i irysa z Toskanii, gałka muszkatołowa z Indonezji, skórka cytryny z Hiszpanii, skórka pomarańczy z Maroko i Haiti, nasiona kolendry, kora kasji korzeń arcydzięgla i lukrecji. Pod koniec destylacji dodawana jest sól morska, która nadaje ginowi intrygujących, morskich akcentów. Zabutelkowany z mocą 42% abv.  Portobello Road Gin - noty degustacyjne : Świeży, cytrusowy.  : Mocne nuty jałowca, cytrusy, nuty fiołków i lawendy. : Słodko-pieprzny."
"GIN POLISH FOREST LONDON DRY 0,5L 42,7%",92.90,gfx/mini/1664452129.2118.jpg,5904422958015,gfx/1664452129.2118.jpg,"Gin Polish Forest London Dry 0,5l 42,7%"
"GIN PIRCHER POMELO DISTILLED BOTANICAL DRY GIN 0,7L 42%",109.00,gfx/mini/1690458581.231.jpg,8009375052135,gfx/1690458581.231.jpg,"Gin Pircher Pomelo Distilled Botanical Dry Gin Pircher Pomelo Distilled Botanical Dry Gin produkowany jest we włoskich Alpach, w destylarni Pircher. Wytwarzany z owoców jałowca, wyselekcjonowanych ziół jak liść laurowy, kolendra, rozmaryn, skórek cytrusów oraz pomelo. Zabutelkowany z mocą 42% abv. Wytrawny gin Pircher Pomelo z nutą orzeźwiających cytrusów doskonale nada się do degustacji solo jak i do letnich koktajli."
"GIN SKAGERRAK NORDIC DRY 0,5L 44,9%",129.00,gfx/mini/1683720731.4742.jpg,7048352070275,gfx/1683720731.4742.jpg,". Powstał we współpracy z sześcioma barmanami, aby stworzyć gin wyjątkowy i niepowtarzalny, pełen unikalnych smaków, typowych dla klimatów nordyckich. To klasyczny gin o mocnym smaku jałowca, destylowany z roślinami rosnącymi w cieśninie Skagerrak: czarnym bzem, dziką różą, rokitnikiem czy rumiankiem. Zabutelkowany z mocą 44,9% abv.  Ciekawym dodatkiem są  , które dodają świeżych i lekko słonych nut, które przywodzą na myśl nordyckie morze.  Skagerrak Nordic Dry Gin zamknięty jest z mocą 44,9% abv w przepiękną butelkę w kolorze wzburzonego oceanu.  . Można pić go solo lub tworzyć ciekawe drinki, na przykład łącząc z   lub sokiem jabłkowym i wodą gazowaną.  : Leśne owoce, jagody, kwiaty polne, morska bryza. : Świeży i orzeźwiający, owoce, nuty kwiatowe, cytrusy, sól morska."
"GIN TANQUERAY SET 4X0,05L MINIATURKA ZESTAW",114.00,gfx/mini/1696330603.1596.jpg,5000291024452,gfx/1696330603.1596.jpg,Gin Tanqueray Set 4 x 50ml zestaw miniaturki  Zestaw czterech miniaturek ginu Tanqueray Set w pojemności 50ml. Świetna propozycja na prezent lub do degustacji. W skład zestawu wchodzą:   Tanqueray Rangpur
"GIN TANQUERAY NO TEN 0,7L 47,3%   WIELKA BRYTANIA",172.50,gfx/mini/1550665649.6394.jpg,5000281020761,gfx/1550665649.6394.jpg,"Gin Tanqueray No. Ten 0,7l 47,3%"
"GIN TANQUERAY 0,7L 43,1% + KIELISZEK",106.90,gfx/mini/1664363933.4348.jpg,5000291023943,gfx/1664363933.4348.jpg,"Gin Tanqueray 0,7l 43,1% + kieliszek"
"GIN TANQUERAY 0,7L 43,1%   WIELKA BRYTANIA",116.51,gfx/mini/1523968061.4033.jpg,5000281005904,gfx/1523968061.4033.jpg,"Gin Tanqueray 0,7l 43,1%"
"GIN SKAGERRAK NORDIC DRY 0,7L 45%",177.89,gfx/mini/1685088078.7399.jpg,7048352067527,gfx/1685088078.7399.jpg,"Gin Skagerrak Nordic Dry 0,7l - gin online . Powstał we współpracy z sześcioma barmanami, aby stworzyć gin wyjątkowy i niepowtarzalny, pełen unikalnych smaków, typowych dla klimatów nordyckich. To klasyczny gin o mocnym smaku jałowca, destylowany z roślinami rosnącymi w cieśninie Skagerrak: czarnym bzem, dziką różą, rokitnikiem czy rumiankiem. Zabutelkowany z mocą 44,9% abv.  Ciekawym dodatkiem są  , które dodają świeżych i lekko słonych nut, które przywodzą na myśl nordyckie morze.  Skagerrak Nordic Dry Gin zamknięty jest z mocą 44,9% abv w przepiękną butelkę w kolorze wzburzonego oceanu.  . Można pić go solo lub tworzyć ciekawe drinki, na przykład łącząc z   lub sokiem jabłkowym i wodą gazowaną.  Gin Skagerrak Nordic Dry - noty degustacyjne : Leśne owoce, jagody, kwiaty polne, morska bryza. : Świeży i orzeźwiający, owoce, nuty kwiatowe, cytrusy, sól morska."
"GIN WHITLEY NEILL BLOOD ORANGE GIN 0,7L 43%",136.90,gfx/mini/1699627679.4104.jpg,5011166081104,gfx/1699627679.4104.jpg,Gin Whitley Neill Blood Orange
"GIN WHITLEY NEILL HANDCRAFTED RHUBARB & GINGER BEZALKOHOLOWY 0,7L 0,0%",84.89,gfx/mini/1681466868.4182.jpg,5011166069287,gfx/1681466868.4182.jpg,"Gin Whitley Neill Handcrafted Rhubarb & Ginger Alkohol Free 0,7l 0% - gin bezalkoholowy  , produkowany na podstawie numeru 1 w świecie ginów   Wytwarzany przy użyciu kolumny próżniowej (Spinning Cone) w Wielkiej Brytanii. Polega to na wlaniu trunku do alembiku, który oddziela alkohol od reszty składników. Pozwala to na uzyskanie ginu z dokładnie takimi samymi nutami smakowymi, ale bez dodatku alkoholu.   charakteryzuje się lekko cierpkim i świeżym smakiem rabarbaru w połączeniu z nutą rozgrzewającego imbiru.  Dla kogo bezalkoholowy gin Whitley Neill Rhubarb & Ginger?  to doskonała propozycja dla sportowców czy ludzi dbających o zdrowie lub sylwetkę, którzy nie chcą rezygnować z życia towarzyskiego. To świetna baza do tworzenia   którymi można rozkoszować się podczas wszelkich imprez czy spotkań z przyjaciółmi.  Pewnie nie raz zastanawiałaś/eś się  ? No to masz gotowe rozwiązanie- gin bezalkoholowy! :-)"
"GIN WHITLEY NEILL HANDCRAFTED RHUBARB & GINGER 0,7L 41,3%",136.90,gfx/mini/1674568912.0828.jpg,5011166056508,gfx/1674568912.0828.jpg,"Gin Whitley Neill Handcrafted Rhubarb & Ginger 0,7l 43% Marka Whitley Neil została stworzona przez Johna Neilla'a należącego do ósmego pokolenia Tomasa Dakina, założyciela znanej destylarni Greenall otwartej w 1761 roku. Whitley Neil doskonale łączy tradycje angielskich ginów z nowoczesnością inspirowaną różnymi zakątkami świata.  Jak smakuje gin Whitley Neill Rabarbar i Imbir? Whitley Neill Rhubarb & Ginger zawiera w sobie to co ginie najlepsze, gorzkie nuty roślin jałowca i orzeźwiające akcenty skórki cytrusów, które zostały wzbogacone esencją rabarbaru co nadało trunkowi cierpko-rześkie wykończenie. Ciekawym uzupełnieniem jest imbir, który przyjemnie rozgrzewa podniebienie dodając delikatnej pikanterii.  Nagrody i wyróżnienia ginu Whitley Neill Rhubarb & Ginger 2021 The Gin Masters  - złoto 2020 International Spirits Challenge - srebro 2020 IWSC (International Wine & Spirits Competition)  - srebro"
